time,dr_imu_x,dr_imu_y,dr_imu_theta
1747686174.3733423,[4.17080936],[-0.58049419],[1.51378745]
1747686174.548459,[4.1712949],[-0.57947129],[1.51378745]
1747686174.715375,[4.17195627],[-0.57552347],[1.39693248]
1747686174.9821296,[4.17212343],[-0.5745378],[1.33693365]
1747686175.2248712,[4.17337137],[-0.56968913],[1.33693365]
1747686175.3821642,[4.17424223],[-0.56681346],[1.27550388]
1747686175.6778173,[4.17456242],[-0.56586455],[1.27550388]
1747686175.840753,[4.17515319],[-0.5639543],[1.27060366]
1747686176.0005758,[4.17515319],[-0.5639543],[1.26486238]
1747686176.306905,[4.17696985],[-0.55823742],[1.26386988]
1747686176.4807854,[4.17727483],[-0.55728531],[1.26386988]
1747686176.6406543,[4.17727483],[-0.55728531],[1.263648]
1747686176.8348866,[4.17876829],[-0.55251567],[1.26477839]
1747686177.1273947,[4.18023375],[-0.54773703],[1.29573676]
1747686177.3251479,[4.18130202],[-0.54388349],[1.30890915]
1747686177.478307,[4.18231679],[-0.54001549],[1.30890915]
1747686177.7852187,[4.18353452],[-0.53516756],[1.33859349]
1747686177.9538598,[4.18353452],[-0.53516756],[1.33859349]
1747686178.1369762,[4.18373044],[-0.53418622],[1.34304253]
1747686178.3328614,[4.18439616],[-0.53126196],[1.34304253]
1747686178.627931,[4.18471595],[-0.52826836],[1.53070216]
1747686178.8152163,[4.18486605],[-0.52025797],[1.63329855]
1747686178.9744494,[4.18442674],[-0.5182529],[1.67796718]
1747686179.2593193,[4.18428021],[-0.51726019],[1.67796718]
1747686179.4473505,[4.18406556],[-0.51628045],[1.76205776]
1747686179.641255,[4.18382013],[-0.51531079],[1.81199941]
1747686179.9755464,[4.18234753],[-0.50949628],[1.87061516]
1747686180.1516774,[4.18101388],[-0.5057155],[1.87728653]
1747686180.386552,[4.17979334],[-0.50190761],[1.87819477]
1747686180.5817842,[4.17948341],[-0.50095717],[1.87819477]
1747686180.8734715,[4.17584137],[-0.48952787],[1.87993682]
1747686181.0745058,[4.17208391],[-0.47813583],[1.87976411]
1747686181.2341597,[4.17208391],[-0.47813583],[1.88080988]
1747686181.4979126,[4.17159134],[-0.4761924],[1.88078601]
1747686181.7127151,[4.17067467],[-0.4733369],[1.88078601]
1747686181.9145887,[4.17067467],[-0.4733369],[1.88021272]
1747686182.2177796,[4.17067467],[-0.4733369],[1.87992902]
1747686182.4345639,[4.17067467],[-0.4733369],[1.87992902]
1747686182.615936,[4.17007368],[-0.47143],[1.87988417]
1747686182.8125975,[4.16915817],[-0.46857381],[1.87919537]
1747686183.155537,[4.16668648],[-0.4609676],[1.87913559]
1747686183.3336341,[4.16507664],[-0.45623532],[1.88077145]
1747686183.5243773,[4.16429249],[-0.453335],[1.88081872]
1747686183.834661,[4.16155799],[-0.444763],[1.88039538]
1747686184.0383859,[4.16124782],[-0.44381261],[1.88039538]
1747686184.2371984,[4.16062189],[-0.44191364],[1.88073449]
1747686184.5765173,[4.15687006],[-0.43051908],[1.88073449]
1747686184.7936504,[4.15669337],[-0.42952383],[1.88053882]
1747686184.975182,[4.15546443],[-0.42571845],[1.88053882]
1747686185.2471309,[4.15546443],[-0.42571845],[1.88053882]
1747686185.4635355,[4.15332222],[-0.41905629],[1.87946707]
1747686185.6924424,[4.15304868],[-0.41809394],[1.88000285]
1747686185.9203572,[4.15182097],[-0.41428817],[1.88053286]
1747686186.237936,[4.15031051],[-0.40952314],[1.87998246]
1747686186.4494638,[4.1493954],[-0.40666697],[1.88005078]
1747686186.6355202,[4.1493954],[-0.40666697],[1.87960247]
1747686186.9302764,[4.14909873],[-0.40571222],[1.88003055]
1747686187.1297522,[4.14666591],[-0.39809329],[1.88065649]
1747686187.324898,[4.14666591],[-0.39809329],[1.87974771]
1747686188.2342958,[4.14666591],[-0.39809329],[1.87942256]
1747686188.5023398,[4.14636444],[-0.3971401],[1.87942256]
1747686188.9312525,[4.14606053],[-0.39618768],[1.87924841]
